Part #,Description,Product Group,Net Weight
114630,"CC KARMA DOG, 20 LB, TYPE I",BUDDY RHODES PRODUCTS,20
114213,"CC KARMA DOG, 5 LB, TYPE I",BUDDY RHODES PRODUCTS,5
115050,"CC KARMA DOG, 80 LB, TYPE I",BUDDY RHODES PRODUCTS,80
114785,"CC KOBITA GRAY, 20 LB, TYPE I",BUDDY RHODES PRODUCTS,20
114368,"CC KOBITA GRAY, 5 LB, TYPE I",BUDDY RHODES PRODUCTS,5
115205,"CC KOBITA GRAY, 80 LB, TYPE I",BUDDY RHODES PRODUCTS,80
114637,"CC MGCC CLASSIC WHITE WC, 20 LB, TYPE I",BUDDY RHODES PRODUCTS,20
114220,"CC MGCC CLASSIC WHITE WC, 5 LB, TYPE I",BUDDY RHODES PRODUCTS,5
115057,"CC MGCC CLASSIC WHITE WC, 80 LB, TYPE I",BUDDY RHODES PRODUCTS,80
114655,"CC MILLARD GRAY, 20 LB, TYPE I",BUDDY RHODES PRODUCTS,20
114238,"CC MILLARD GRAY, 5 LB, TYPE I",BUDDY RHODES PRODUCTS,5
115075,"CC MILLARD GRAY, 80 LB, TYPE I",BUDDY RHODES PRODUCTS,80
114684,"CC MILLER DRUCK IVORY, 20 LB, TYPE I",BUDDY RHODES PRODUCTS,20
114267,"CC MILLER DRUCK IVORY, 5 LB, TYPE I",BUDDY RHODES PRODUCTS,5
115104,"CC MILLER DRUCK IVORY, 80 LB, TYPE I",BUDDY RHODES PRODUCTS,80
114646,"CC MINT GREEN, 20 LB, TYPE II",BUDDY RHODES PRODUCTS,20
114229,"CC MINT GREEN, 5 LB, TYPE II",BUDDY RHODES PRODUCTS,5
115066,"CC MINT GREEN, 80 LB, TYPE II",BUDDY RHODES PRODUCTS,80
114667,"CC MOSS ROCK-SET IN STONE 20 LB, TYPE I",BUDDY RHODES PRODUCTS,20
114250,"CC MOSS ROCK-SET IN STONE 5 LB, TYPE I",BUDDY RHODES PRODUCTS,5
115087,"CC MOSS ROCK-SET IN STONE 80 LB, TYPE I",BUDDY RHODES PRODUCTS,80
114658,"CC MYERS WALNUT STREET, 20 LB, TYPE I",BUDDY RHODES PRODUCTS,20
114241,"CC MYERS WALNUT STREET, 5 LB, TYPE I",BUDDY RHODES PRODUCTS,5
115078,"CC MYERS WALNUT STREET, 80 LB, TYPE I",BUDDY RHODES PRODUCTS,80
114693,"CC NIGHT SHADE, 20 LB, TYPE II",BUDDY RHODES PRODUCTS,20
114276,"CC NIGHT SHADE, 5 LB, TYPE II",BUDDY RHODES PRODUCTS,5
115113,"CC NIGHT SHADE, 80 LB, TYPE II",BUDDY RHODES PRODUCTS,80
114793,"CC OC-119 CLOUD NINE, 20 LB, TYPE I",BUDDY RHODES PRODUCTS,20
114376,"CC OC-119 CLOUD NINE, 5 LB, TYPE I",BUDDY RHODES PRODUCTS,5
115213,"CC OC-119 CLOUD NINE, 80 LB, TYPE I",BUDDY RHODES PRODUCTS,80
120319,"CC OC-13 SOFT CHAMOIS 20LB, TYPE I",BUDDY RHODES PRODUCTS,20
120318,"CC OC-13 SOFT CHAMOIS 5LB, TYPE I",BUDDY RHODES PRODUCTS,5
120320,"CC OC-13 SOFT CHAMOIS, 80LB, TYPE I",BUDDY RHODES PRODUCTS,80
114438,"CC OC-15 BABY FAWN, 20 LB, TYPE I",BUDDY RHODES PRODUCTS,20
114021,"CC OC-15 BABY FAWN, 5 LB, TYPE I",BUDDY RHODES PRODUCTS,5
114858,"CC OC-15 BABY FAWN, 80 LB, TYPE I",BUDDY RHODES PRODUCTS,80
114462,"CC OC-16 CEDAR KEY, 20 LB, TYPE I",BUDDY RHODES PRODUCTS,20
114045,"CC OC-16 CEDAR KEY, 5 LB, TYPE I",BUDDY RHODES PRODUCTS,5
114882,"CC OC-16 CEDAR KEY, 80 LB, TYPE I",BUDDY RHODES PRODUCTS,80
114447,"CC OC-17 WHITE DOVE, 20 LB, TYPE I",BUDDY RHODES PRODUCTS,20
114030,"CC OC-17 WHITE DOVE, 5 LB, TYPE I",BUDDY RHODES PRODUCTS,5
114867,"CC OC-17 WHITE DOVE, 80 LB, TYPE I",BUDDY RHODES PRODUCTS,80
114534,"CC OC-20 PALE OAK , 20 LB, TYPE I",BUDDY RHODES PRODUCTS,20
114117,"CC OC-20 PALE OAK , 5 LB, TYPE I",BUDDY RHODES PRODUCTS,5
114954,"CC OC-20 PALE OAK , 80 LB, TYPE I",BUDDY RHODES PRODUCTS,80
114688,"CC OC-23 CLASSIC GRAY, 20 LB, TYPE I",BUDDY RHODES PRODUCTS,20
114271,"CC OC-23 CLASSIC GRAY, 5 LB, TYPE I",BUDDY RHODES PRODUCTS,5
115108,"CC OC-23 CLASSIC GRAY, 80 LB, TYPE I",BUDDY RHODES PRODUCTS,80
114491,"CC OC-25 CLOUD COVER, 20 LB, TYPE I",BUDDY RHODES PRODUCTS,20
114074,"CC OC-25 CLOUD COVER, 5 LB, TYPE I",BUDDY RHODES PRODUCTS,5
114911,"CC OC-25 CLOUD COVER, 80 LB, TYPE I",BUDDY RHODES PRODUCTS,80
114754,"CC OC-27 BALBOA MIST, 20 LB, TYPE I",BUDDY RHODES PRODUCTS,20
114337,"CC OC-27 BALBOA MIST, 5 LB, TYPE I",BUDDY RHODES PRODUCTS,5
115174,"CC OC-27 BALBOA MIST, 80 LB, TYPE I",BUDDY RHODES PRODUCTS,80
114421,"CC OC-3 LAMBSKIN, 20 LB, TYPE I",BUDDY RHODES PRODUCTS,20
114002,"CC OC-3 LAMBSKIN, 5 LB, TYPE I",BUDDY RHODES PRODUCTS,5
114838,"CC OC-3 LAMBSKIN, 80 LB, TYPE I",BUDDY RHODES PRODUCTS,80
115460,"CC OC-31 FOG MIST, 20LB, TYPE I",BUDDY RHODES PRODUCTS,20
115459,"CC OC-31 FOG MIST, 5LB, TYPE I",BUDDY RHODES PRODUCTS,5
115461,"CC OC-31 FOG MIST, 80LB, TYPE I",BUDDY RHODES PRODUCTS,80
114600,"CC OC-32 TAPESTRY BEIGE, 20 LB, TYPE I",BUDDY RHODES PRODUCTS,20
114183,"CC OC-32 TAPESTRY BEIGE, 5 LB, TYPE I",BUDDY RHODES PRODUCTS,5
115020,"CC OC-32 TAPESTRY BEIGE, 80 LB, TYPE I",BUDDY RHODES PRODUCTS,80
114481,"CC OC-33 OPALINE, 20 LB, TYPE I",BUDDY RHODES PRODUCTS,20
114064,"CC OC-33 OPALINE, 5 LB, TYPE I",BUDDY RHODES PRODUCTS,5
114901,"CC OC-33 OPALINE, 80 LB, TYPE I",BUDDY RHODES PRODUCTS,80
114789,"CC OC-39 TIMID WHITE, 20 LB, TYPE I",BUDDY RHODES PRODUCTS,20
114372,"CC OC-39 TIMID WHITE, 5 LB, TYPE I",BUDDY RHODES PRODUCTS,5
115209,"CC OC-39 TIMID WHITE, 80 LB, TYPE I",BUDDY RHODES PRODUCTS,80
114450,"CC OC-4 BRANDY CREAM, 20 LB, TYPE I",BUDDY RHODES PRODUCTS,20
114033,"CC OC-4 BRANDY CREAM, 5 LB, TYPE I",BUDDY RHODES PRODUCTS,5
114870,"CC OC-4 BRANDY CREAM, 80 LB, TYPE I",BUDDY RHODES PRODUCTS,80
114510,"CC OC-65 CHANTILLY LACE, 20 LB, TYPE I",BUDDY RHODES PRODUCTS,20
114093,"CC OC-65 CHANTILLY LACE, 5 LB, TYPE I",BUDDY RHODES PRODUCTS,5
114930,"CC OC-65 CHANTILLY LACE, 80 LB, TYPE I",BUDDY RHODES PRODUCTS,80
114496,"CC OC-7 CREAMY WHITE, 20 LB, TYPE I",BUDDY RHODES PRODUCTS,20
114079,"CC OC-7 CREAMY WHITE, 5 LB, TYPE I",BUDDY RHODES PRODUCTS,5
114916,"CC OC-7 CREAMY WHITE, 80 LB, TYPE I",BUDDY RHODES PRODUCTS,80
114539,"CC OC-83 ANTIQUE WHITE, 20 LB, TYPE I",BUDDY RHODES PRODUCTS,20
114122,"CC OC-83 ANTIQUE WHITE, 5 LB, TYPE I",BUDDY RHODES PRODUCTS,5
114959,"CC OC-83 ANTIQUE WHITE, 80 LB, TYPE I",BUDDY RHODES PRODUCTS,80
114746,"CC OC-86 WHITE BLUSH, 20 LB, TYPE I",BUDDY RHODES PRODUCTS,20
114329,"CC OC-86 WHITE BLUSH, 5 LB, TYPE I",BUDDY RHODES PRODUCTS,5
115166,"CC OC-86 WHITE BLUSH, 80 LB, TYPE I",BUDDY RHODES PRODUCTS,80
114819,"CC P&L-11-17 OXFORD DEEP, 20 LB, TYPE II",BUDDY RHODES PRODUCTS,20
114402,"CC P&L-11-17 OXFORD DEEP, 5 LB, TYPE II",BUDDY RHODES PRODUCTS,5
115239,"CC P&L-11-17 OXFORD DEEP, 80 LB, TYPE II",BUDDY RHODES PRODUCTS,80
114818,"CC P&L-32-17 ANUBIS, 20 LB, TYPE II",BUDDY RHODES PRODUCTS,20
114401,"CC P&L-32-17 ANUBIS, 5 LB, TYPE II",BUDDY RHODES PRODUCTS,5
115238,"CC P&L-32-17 ANUBIS, 80 LB, TYPE II",BUDDY RHODES PRODUCTS,80
114629,"CC PARCHMENT, 20 LB, TYPE I",BUDDY RHODES PRODUCTS,20
114212,"CC PARCHMENT, 5 LB, TYPE I",BUDDY RHODES PRODUCTS,5
115049,"CC PARCHMENT, 80 LB, TYPE I",BUDDY RHODES PRODUCTS,80
114636,"CC PERRY HOTEL 128 NAT WC, 20 LB, TYPE I",BUDDY RHODES PRODUCTS,20
114219,"CC PERRY HOTEL 128 NAT WC, 5 LB, TYPE I",BUDDY RHODES PRODUCTS,5
115056,"CC PERRY HOTEL 128 NAT WC, 80 LB, TYPE I",BUDDY RHODES PRODUCTS,80
114723,"CC PIERRE (ERWIN HERCEG), 20 LB, TYPE I",BUDDY RHODES PRODUCTS,20
114306,"CC PIERRE (ERWIN HERCEG), 5 LB, TYPE I",BUDDY RHODES PRODUCTS,5
115143,"CC PIERRE (ERWIN HERCEG), 80 LB, TYPE I",BUDDY RHODES PRODUCTS,80
114784,"CC PM-8 CHARCOAL SLATE, 20 LB, TYPE I",BUDDY RHODES PRODUCTS,20
114367,"CC PM-8 CHARCOAL SLATE, 5 LB, TYPE I",BUDDY RHODES PRODUCTS,5
115204,"CC PM-8 CHARCOAL SLATE, 80 LB, TYPE I",BUDDY RHODES PRODUCTS,80
114774,"CC RD JONES KITCHEN (4003), 20 LB, TYPE I",BUDDY RHODES PRODUCTS,20
114357,"CC RD JONES KITCHEN (4003), 5 LB, TYPE I",BUDDY RHODES PRODUCTS,5
115194,"CC RD JONES KITCHEN (4003), 80 LB, TYPE I",BUDDY RHODES PRODUCTS,80
115449,"CC REACHING QUIET WITCHING HOUR, 5LB, TYPE III",BUDDY RHODES PRODUCTS,5
114803,"CC RINGLING POOL, 20 LB, TYPE II",BUDDY RHODES PRODUCTS,20
110229,"CC RINGLING POOL, 225 LBS, TYPE II",BUDDY RHODES PRODUCTS,225
114386,"CC RINGLING POOL, 5 LB, TYPE II",BUDDY RHODES PRODUCTS,5
115223,"CC RINGLING POOL, 80 LB, TYPE II",BUDDY RHODES PRODUCTS,80
115457,"CC SMILLARD DRAWER PULL, 20LB, TYPE II",BUDDY RHODES PRODUCTS,20
115456,"CC SMILLARD DRAWER PULL, 5LB, TYPE II",BUDDY RHODES PRODUCTS,5
115458,"CC SMILLARD DRAWER PULL, 80LB, TYPE II",BUDDY RHODES PRODUCTS,80
102220,"CC SUPER MATT NAVY BLUE, 20LB, TYPE II",BUDDY RHODES PRODUCTS,20
102219,"CC SUPER MATT NAVY BLUE, 5LB, TYPE II",BUDDY RHODES PRODUCTS,5
102221,"CC SUPER MATT NAVY BLUE, 80LB, TYPE II",BUDDY RHODES PRODUCTS,80
114799,"CC SW 9173 SHIITAKE, 20 LB, TYPE I",BUDDY RHODES PRODUCTS,20
114382,"CC SW 9173 SHIITAKE, 5 LB, TYPE I",BUDDY RHODES PRODUCTS,5
115219,"CC SW 9173 SHIITAKE, 80 LB, TYPE I",BUDDY RHODES PRODUCTS,80
115263,"CC SW-2704 MERLOT, 1 LB, TYPE II",BUDDY RHODES PRODUCTS,1
114505,"CC SW-6155 RICE GRAIN, 20 LB, TYPE I",BUDDY RHODES PRODUCTS,20
114088,"CC SW-6155 RICE GRAIN, 5 LB, TYPE I",BUDDY RHODES PRODUCTS,5
114925,"CC SW-6155 RICE GRAIN, 80 LB, TYPE I",BUDDY RHODES PRODUCTS,80
114809,"CC SW-6169 SEDATE GRAY, 20 LB, TYPE I",BUDDY RHODES PRODUCTS,20
114392,"CC SW-6169 SEDATE GRAY, 5 LB, TYPE I",BUDDY RHODES PRODUCTS,5
115229,"CC SW-6169 SEDATE GRAY, 80 LB, TYPE I",BUDDY RHODES PRODUCTS,80
114807,"CC SW-6170 TECHNO GRAY, 20 LB, TYPE I",BUDDY RHODES PRODUCTS,20
114390,"CC SW-6170 TECHNO GRAY, 5 LB, TYPE I",BUDDY RHODES PRODUCTS,5
115227,"CC SW-6170 TECHNO GRAY, 80 LB, TYPE I",BUDDY RHODES PRODUCTS,80
114726,"CC SW-6258 TRICORN BLACK,  20 LB, TYPE I",BUDDY RHODES PRODUCTS,20
114309,"CC SW-6258 TRICORN BLACK,  5 LB, TYPE I",BUDDY RHODES PRODUCTS,5
115146,"CC SW-6258 TRICORN BLACK,  80 LB, TYPE I",BUDDY RHODES PRODUCTS,80
114756,"CC SW-6921 ELECTRIC LIME, 20 LB, TYPE IV",BUDDY RHODES PRODUCTS,20
114339,"CC SW-6921 ELECTRIC LIME, 5 LB, TYPE IV",BUDDY RHODES PRODUCTS,5
115176,"CC SW-6921 ELECTRIC LIME, 80 LB, TYPE IV",BUDDY RHODES PRODUCTS,80
114725,"CC SW-6990 CAVIAR, 20 LB, TYPE I",BUDDY RHODES PRODUCTS,20
114308,"CC SW-6990 CAVIAR, 5 LB, TYPE I",BUDDY RHODES PRODUCTS,5
115145,"CC SW-6990 CAVIAR, 80 LB, TYPE I",BUDDY RHODES PRODUCTS,80
114808,"CC SW-7016 MINDFUL GRAY, 20 LB, TYPE I",BUDDY RHODES PRODUCTS,20
114391,"CC SW-7016 MINDFUL GRAY, 5 LB, TYPE I",BUDDY RHODES PRODUCTS,5
115228,"CC SW-7016 MINDFUL GRAY, 80 LB, TYPE I",BUDDY RHODES PRODUCTS,80
114790,"CC SW-7043 WORDLEY GRAY, 20 LB, TYPE I",BUDDY RHODES PRODUCTS,20
114373,"CC SW-7043 WORDLEY GRAY, 5 LB, TYPE I",BUDDY RHODES PRODUCTS,5
115210,"CC SW-7043 WORDLEY GRAY, 80 LB, TYPE I",BUDDY RHODES PRODUCTS,80
114695,"CC SW-7501 THRESHOLD TAUPE, 20 LB, TYPE I",BUDDY RHODES PRODUCTS,20
114278,"CC SW-7501 THRESHOLD TAUPE, 5 LB, TYPE I",BUDDY RHODES PRODUCTS,5
115115,"CC SW-7501 THRESHOLD TAUPE, 80 LB, TYPE I",BUDDY RHODES PRODUCTS,80
114550,"CC SW-7615 SEA SERPENT, 20 LB, TYPE I",BUDDY RHODES PRODUCTS,20
114133,"CC SW-7615 SEA SERPENT, 5 LB, TYPE I",BUDDY RHODES PRODUCTS,5
114970,"CC SW-7615 SEA SERPENT, 80 LB, TYPE I",BUDDY RHODES PRODUCTS,80
114692,"CC SW-7636 ORIGAMI WHITE, 20 LB, TYPE I",BUDDY RHODES PRODUCTS,20
114275,"CC SW-7636 ORIGAMI WHITE, 5 LB, TYPE I",BUDDY RHODES PRODUCTS,5
115112,"CC SW-7636 ORIGAMI WHITE, 80 LB, TYPE I",BUDDY RHODES PRODUCTS,80
114730,"CC THEME WORKS GRAY, 20 LB, TYPE I",BUDDY RHODES PRODUCTS,20
114313,"CC THEME WORKS GRAY, 5 LB, TYPE I",BUDDY RHODES PRODUCTS,5
115150,"CC THEME WORKS GRAY, 80 LB, TYPE I",BUDDY RHODES PRODUCTS,80
114751,"CC TILE MATCH A FOR JOHN BASS, 20 LB, TYPE I",BUDDY RHODES PRODUCTS,20
114334,"CC TILE MATCH A FOR JOHN BASS, 5 LB, TYPE I",BUDDY RHODES PRODUCTS,5
115171,"CC TILE MATCH A FOR JOHN BASS, 80 LB, TYPE I",BUDDY RHODES PRODUCTS,80
117281,"CC TOURNESOL- # 3, 20LB, TYPE I",BUDDY RHODES PRODUCTS,20
117280,"CC TOURNESOL- # 3, 5LB, TYPE I",BUDDY RHODES PRODUCTS,5
117282,"CC TOURNESOL- # 3, 80LB, TYPE I",BUDDY RHODES PRODUCTS,80
117275,"CC TOURNESOL-(OLD) SIERRA, 20LB, TYPE I",BUDDY RHODES PRODUCTS,20
117274,"CC TOURNESOL-(OLD) SIERRA, 5LB, TYPE I",BUDDY RHODES PRODUCTS,5
117276,"CC TOURNESOL-(OLD) SIERRA, 80LB, TYPE I",BUDDY RHODES PRODUCTS,80
117278,"CC TOURNESOL-BARK, 20LB, TYPE I",BUDDY RHODES PRODUCTS,20
117277,"CC TOURNESOL-BARK, 5LB, TYPE I",BUDDY RHODES PRODUCTS,5
117279,"CC TOURNESOL-BARK, 80LB, TYPE I",BUDDY RHODES PRODUCTS,80
117284,"CC TOURNESOL-MUDD, 20LB, TYPE I",BUDDY RHODES PRODUCTS,20
117283,"CC TOURNESOL-MUDD, 5LB, TYPE I",BUDDY RHODES PRODUCTS,5
117285,"CC TOURNESOL-MUDD, 80LB, TYPE I",BUDDY RHODES PRODUCTS,80
117287,"CC TRUECRETE-ATLANTIC BLUE(6702), 20LB, TYPE II",BUDDY RHODES PRODUCTS,20
117286,"CC TRUECRETE-ATLANTIC BLUE(6702), 5LB, TYPE II",BUDDY RHODES PRODUCTS,5
117288,"CC TRUECRETE-ATLANTIC BLUE(6702), 80LB, TYPE II",BUDDY RHODES PRODUCTS,80
117290,"CC TRUECRETE-COTTO(6508), 20LB, TYPE I",BUDDY RHODES PRODUCTS,20
117289,"CC TRUECRETE-COTTO(6508), 5LB, TYPE I",BUDDY RHODES PRODUCTS,5
117291,"CC TRUECRETE-COTTO(6508), 80LB, TYPE I",BUDDY RHODES PRODUCTS,80
114647,"CC WHISPERING PEACH, 20 LB, TYPE II",BUDDY RHODES PRODUCTS,20
114230,"CC WHISPERING PEACH, 5 LB, TYPE II",BUDDY RHODES PRODUCTS,5
115067,"CC WHISPERING PEACH, 80 LB, TYPE II",BUDDY RHODES PRODUCTS,80
114737,"CC WISHFUL WISTERIA, 20 LB, TYPE IV",BUDDY RHODES PRODUCTS,20
114320,"CC WISHFUL WISTERIA, 5 LB, TYPE IV",BUDDY RHODES PRODUCTS,5
115157,"CC WISHFUL WISTERIA, 80 LB, TYPE IV",BUDDY RHODES PRODUCTS,80
99780,CC# *** USE CC BUTTON BELOW ***,MISCELLANEOUS,0
114722,"CC-490 STONE HEARTH, 20LB, TYPE I",BUDDY RHODES PRODUCTS,20
114305,"CC-490 STONE HEARTH, 5LB, TYPE I",BUDDY RHODES PRODUCTS,5
115142,"CC-490 STONE HEARTH, 80LB, TYPE I",BUDDY RHODES PRODUCTS,80
114786,"CC-510 BUCKHORN, 20 LB, TYPE I",BUDDY RHODES PRODUCTS,20
114369,"CC-510 BUCKHORN, 5 LB, TYPE I",BUDDY RHODES PRODUCTS,5
115206,"CC-510 BUCKHORN, 80 LB, TYPE I",BUDDY RHODES PRODUCTS,80
114787,"CC-542 WILLOW, 20 LB, TYPE I",BUDDY RHODES PRODUCTS,20
114370,"CC-542 WILLOW, 5 LB, TYPE I",BUDDY RHODES PRODUCTS,5
115207,"CC-542 WILLOW, 80 LB, TYPE I",BUDDY RHODES PRODUCTS,80
114429,"CC-AC-27 GALVESTON GRAY, 20 LB, TYPE I",BUDDY RHODES PRODUCTS,20
114011,"CC-AC-27 GALVESTON GRAY, 5 LB, TYPE I",BUDDY RHODES PRODUCTS,5
114848,"CC-AC-27 GALVESTON GRAY, 80 LB, TYPE I",BUDDY RHODES PRODUCTS,80
114543,"CC-AC-34 CAPE HATTERAS SAND, 20 LB, TYPE I",BUDDY RHODES PRODUCTS,20
114126,"CC-AC-34 CAPE HATTERAS SAND, 5 LB, TYPE I",BUDDY RHODES PRODUCTS,5
114963,"CC-AC-34 CAPE HATTERAS SAND, 80 LB, TYPE I",BUDDY RHODES PRODUCTS,80
114671,"CC-AC-35 VALLEY FORGE TAN, 20 LB, TYPE I",BUDDY RHODES PRODUCTS,20
114254,"CC-AC-35 VALLEY FORGE TAN, 5 LB, TYPE I",BUDDY RHODES PRODUCTS,5
115091,"CC-AC-35 VALLEY FORGE TAN, 80 LB, TYPE I",BUDDY RHODES PRODUCTS,80
114486,"CC-AC-36 SHENANDOAH TAUPE, 20 LB, TYPE I",BUDDY RHODES PRODUCTS,20
114069,"CC-AC-36 SHENANDOAH TAUPE, 5 LB, TYPE I",BUDDY RHODES PRODUCTS,5
114906,"CC-AC-36 SHENANDOAH TAUPE, 80 LB, TYPE I",BUDDY RHODES PRODUCTS,80
109977,"CC-BM 1400 YOUR MAJESTY, 1 LB, TYPE III",BUDDY RHODES PRODUCTS,1
114466,"CC-BM 1459 METRO GRAY, 20 LB, TYPE I",BUDDY RHODES PRODUCTS,20
114049,"CC-BM 1459 METRO GRAY, 5 LB, TYPE I",BUDDY RHODES PRODUCTS,5
114886,"CC-BM 1459 METRO GRAY, 80 LB, TYPE I",BUDDY RHODES PRODUCTS,80
114503,"CC-BM 1477 DEEP CREEK, 20 LB, TYPE I",BUDDY RHODES PRODUCTS,20
114086,"CC-BM 1477 DEEP CREEK, 5 LB, TYPE I",BUDDY RHODES PRODUCTS,5
114923,"CC-BM 1477 DEEP CREEK, 80 LB, TYPE I",BUDDY RHODES PRODUCTS,80
114508,"CC-BM 2000-40 STRAWBERRY SHORTCAKE,20LB,TYPE III",BUDDY RHODES PRODUCTS,20
114091,"CC-BM 2000-40 STRAWBERRY SHORTCAKE,5LB,TYPE III",BUDDY RHODES PRODUCTS,5
114928,"CC-BM 2000-40 STRAWBERRY SHORTCAKE,80LB,TYPE III",BUDDY RHODES PRODUCTS,80
114456,"CC-BM 2048-40 POOLSIDE BLUE, 20 LB, TYPE II",BUDDY RHODES PRODUCTS,20
114039,"CC-BM 2048-40 POOLSIDE BLUE, 5 LB, TYPE II",BUDDY RHODES PRODUCTS,5
114876,"CC-BM 2048-40 POOLSIDE BLUE, 80 LB, TYPE II",BUDDY RHODES PRODUCTS,80
114660,"CC-BM 2061-10 DEEP ROYAL, 20 LB, TYPE II",BUDDY RHODES PRODUCTS,20
114243,"CC-BM 2061-10 DEEP ROYAL, 5 LB, TYPE II",BUDDY RHODES PRODUCTS,5
115080,"CC-BM 2061-10 DEEP ROYAL, 80 LB, TYPE II",BUDDY RHODES PRODUCTS,80
114610,"CC-BM 2106-30 PINE CONE, 20 LB, TYPE I",BUDDY RHODES PRODUCTS,20
114193,"CC-BM 2106-30 PINE CONE, 5 LB, TYPE I",BUDDY RHODES PRODUCTS,5
115030,"CC-BM 2106-30 PINE CONE, 80 LB, TYPE I",BUDDY RHODES PRODUCTS,80
114635,"CC-BM 2120-30 WITCHING HOUR, 20LB, TYPE II",BUDDY RHODES PRODUCTS,20
114218,"CC-BM 2120-30 WITCHING HOUR, 5LB, TYPE II",BUDDY RHODES PRODUCTS,5
115055,"CC-BM 2120-30 WITCHING HOUR, 80LB, TYPE II",BUDDY RHODES PRODUCTS,80
114640,"CC-BM 2127-50 PIKES PEAK GREY, 20LB, TYPE II",BUDDY RHODES PRODUCTS,20
114223,"CC-BM 2127-50 PIKES PEAK GREY, 5LB, TYPE II",BUDDY RHODES PRODUCTS,5
115060,"CC-BM 2127-50 PIKES PEAK GREY, 80LB, TYPE II",BUDDY RHODES PRODUCTS,80
110212,"CC-BM 2134-30 IRON MOUNTAIN, 20 LB, TYPE I",BUDDY RHODES PRODUCTS,20
114004,"CC-BM 2134-30 IRON MOUNTAIN, 5 LB, TYPE II",BUDDY RHODES PRODUCTS,5
114840,"CC-BM 2134-30 IRON MOUNTAIN, 80 LB, TYPE II",BUDDY RHODES PRODUCTS,80
114582,"CC-BM 27 SAN ANTONIO ROSE, 20 LB, TYPE I",BUDDY RHODES PRODUCTS,20
114165,"CC-BM 27 SAN ANTONIO ROSE, 5 LB, TYPE I",BUDDY RHODES PRODUCTS,5
115002,"CC-BM 27 SAN ANTONIO ROSE, 80 LB, TYPE I",BUDDY RHODES PRODUCTS,80
109917,"CC-BM 641 EVERGLADES, 1 LB, TYPE II",BUDDY RHODES PRODUCTS,1
114631,"CC-BM 805 NY STATE OF MIND, 20 LB, TYPE II",BUDDY RHODES PRODUCTS,20
114214,"CC-BM 805 NY STATE OF MIND, 5 LB, TYPE II",BUDDY RHODES PRODUCTS,5
115051,"CC-BM 805 NY STATE OF MIND, 80 LB, TYPE II",BUDDY RHODES PRODUCTS,80
114648,"CC-BM-096 SOFT SALMON, 20 LB, TYPE I",BUDDY RHODES PRODUCTS,20
114231,"CC-BM-096 SOFT SALMON, 5 LB, TYPE I",BUDDY RHODES PRODUCTS,5
115068,"CC-BM-096 SOFT SALMON, 80 LB, TYPE I",BUDDY RHODES PRODUCTS,80
114661,"CC-BM-1042 CARAMEL APPLE, 20 LB, TYPE I",BUDDY RHODES PRODUCTS,20
114244,"CC-BM-1042 CARAMEL APPLE, 5 LB, TYPE I",BUDDY RHODES PRODUCTS,5
115081,"CC-BM-1042 CARAMEL APPLE, 80 LB, TYPE I",BUDDY RHODES PRODUCTS,80
114644,"CC-BM-1060 BLANCHED ALMOND, 20 LB, TYPE I",BUDDY RHODES PRODUCTS,20
114227,"CC-BM-1060 BLANCHED ALMOND, 5 LB, TYPE I",BUDDY RHODES PRODUCTS,5
115064,"CC-BM-1060 BLANCHED ALMOND, 80 LB, TYPE I",BUDDY RHODES PRODUCTS,80
114643,"CC-BM-1068 SQUIRE HILL BLUFF, 20 LB, TYPE I",BUDDY RHODES PRODUCTS,20
114226,"CC-BM-1068 SQUIRE HILL BLUFF, 5 LB, TYPE I",BUDDY RHODES PRODUCTS,5
115063,"CC-BM-1068 SQUIRE HILL BLUFF, 80 LB, TYPE I",BUDDY RHODES PRODUCTS,80
114557,"CC-BM-1466 SMOKE EMBERS, 20 LB, TYPE I",BUDDY RHODES PRODUCTS,20
114140,"CC-BM-1466 SMOKE EMBERS, 5 LB, TYPE I",BUDDY RHODES PRODUCTS,5
114977,"CC-BM-1466 SMOKE EMBERS, 80 LB, TYPE I",BUDDY RHODES PRODUCTS,80
114673,"CC-BM-1473 GRAY HUSKIE, 20 LB, TYPE I",BUDDY RHODES PRODUCTS,20
114256,"CC-BM-1473 GRAY HUSKIE, 5 LB, TYPE I",BUDDY RHODES PRODUCTS,5
115093,"CC-BM-1473 GRAY HUSKIE, 80 LB, TYPE I",BUDDY RHODES PRODUCTS,80
114669,"CC-BM-1545 IRON GATE, 20 LB, TYPE I",BUDDY RHODES PRODUCTS,20
114252,"CC-BM-1545 IRON GATE, 5 LB, TYPE I",BUDDY RHODES PRODUCTS,5
115089,"CC-BM-1545 IRON GATE, 80 LB, TYPE I",BUDDY RHODES PRODUCTS,80
114675,"CC-BM-1590 PAPER WHITE, 20 LB, TYPE I",BUDDY RHODES PRODUCTS,20
114258,"CC-BM-1590 PAPER WHITE, 5 LB, TYPE I",BUDDY RHODES PRODUCTS,5
115095,"CC-BM-1590 PAPER WHITE, 80 LB, TYPE I",BUDDY RHODES PRODUCTS,80
114674,"CC-BM-1611 GRAY TINT, 20 LB, TYPE I",BUDDY RHODES PRODUCTS,20
114257,"CC-BM-1611 GRAY TINT, 5 LB, TYPE I",BUDDY RHODES PRODUCTS,5
115094,"CC-BM-1611 GRAY TINT, 80 LB, TYPE I",BUDDY RHODES PRODUCTS,80
